"L1","Lon","Lat","GID_2","GID_0","COUNTRY","GID_1","NAME_1","NL_NAME_1","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
142,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
143,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
144,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
145,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
146,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
147,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
148,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
149,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
150,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
151,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
152,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
153,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
154,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
155,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
156,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
157,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
158,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
159,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
160,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
161,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
162,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
163,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
164,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
165,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
166,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
167,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
168,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
169,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
170,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
171,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
172,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
173,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
174,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
175,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
176,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
177,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
178,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
179,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
180,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
181,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
182,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
183,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
184,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
185,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
186,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
187,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
188,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
189,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
190,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
191,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
192,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
193,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
194,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
195,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
196,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
197,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
198,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
199,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
200,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
201,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
202,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
203,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
204,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
205,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
206,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
207,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
208,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
209,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
210,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
211,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
212,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
213,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
214,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
215,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
216,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
217,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
218,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
219,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
220,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
221,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
222,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
223,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
224,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
225,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
226,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
227,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
228,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
229,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
230,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
231,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
232,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
233,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
234,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
235,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
236,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
237,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
238,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
239,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
240,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
241,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
242,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
243,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
244,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
245,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
246,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
247,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
248,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
249,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
250,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
251,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
252,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
253,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
254,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
255,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
256,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
257,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
258,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
259,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
260,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
261,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
262,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
263,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
264,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
265,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
266,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
267,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
268,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
269,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
270,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
271,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
272,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
273,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
274,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
275,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
276,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
277,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
278,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
279,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
280,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
281,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
282,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
283,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
284,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
285,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
286,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
287,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
288,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
289,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
290,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
291,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
292,9.002659,46.159648,"CHE.21.1_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Bellinzona",NA,NA,"District","District",NA,"CH.TI.BZ"
293,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
294,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
295,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
296,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
297,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
298,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
299,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
300,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
301,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
302,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
303,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
304,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
305,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
306,8.741555,46.174407,"CHE.21.4_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Locarno",NA,NA,"District","District",NA,"CH.TI.LO"
307,9.028099,45.927315,"CHE.21.6_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Mendrisio",NA,NA,"District","District",NA,"CH.TI.MD"
308,9.028099,45.927315,"CHE.21.6_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Mendrisio",NA,NA,"District","District",NA,"CH.TI.MD"
309,9.028099,45.927315,"CHE.21.6_1","CHE","Switzerland","CHE.21_1","Ticino",NA,"Mendrisio",NA,NA,"District","District",NA,"CH.TI.MD"
