"L1","Lon","Lat","GID_2","GID_0","COUNTRY","GID_1","NAME_1","NL_NAME_1","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
4940,6.303565,50.758872,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4941,6.303565,50.758872,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4942,6.303565,50.758872,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4943,6.303565,50.758872,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4944,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4945,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4946,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4947,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4948,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4949,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4950,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4951,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4952,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4953,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4954,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4955,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4956,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4957,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4958,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4959,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4960,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4961,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4962,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4963,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4964,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4965,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4966,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4967,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4968,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4969,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4970,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4971,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4972,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4973,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4974,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4975,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4976,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4977,6.232078,50.746724,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4978,6.323636,50.657736,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4979,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4980,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4981,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4982,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4983,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4984,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4985,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4986,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4987,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4988,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4989,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4990,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4991,6.210666,50.764826,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4992,6.210666,50.764826,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4993,6.210666,50.764826,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4994,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4995,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4996,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4997,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4998,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
4999,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5000,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5001,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5002,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5003,6.278448,50.578169,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5004,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5005,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5006,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5007,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5008,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5009,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5010,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5011,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5012,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5013,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5014,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5015,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5016,6.202638,50.568565,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5017,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5018,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5019,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5020,6.323633,50.657733,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5021,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5022,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5023,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5024,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5025,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5026,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5027,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5028,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5029,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5030,6.245711,50.508012,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5031,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5032,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5033,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5034,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5035,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5036,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5037,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5038,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5039,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5040,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5041,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5042,6.198452,50.676448,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5043,6.243033,50.756521,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5044,6.243033,50.756521,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5045,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5046,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5047,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5048,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5049,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5050,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5051,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5052,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5053,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5054,6.321338,50.756932,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5055,6.230209,50.672648,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5056,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5057,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5058,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5059,6.270098,50.70178,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5060,6.3220121,50.7576781,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5061,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5062,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5063,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5064,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5065,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5066,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5067,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5068,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5069,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5070,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5071,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5072,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5073,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5074,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5075,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5076,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5077,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5078,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5079,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5080,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5081,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5082,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5083,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5084,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5085,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
5086,6.323306,50.726667,"DEU.10.47_1","DEU","Germany","DEU.10_1","Nordrhein-Westfalen",NA,"Städteregion Aachen",NA,NA,"Kreis","District","05334","DE.NW.AC"
